searched_name,openalex_id,display_name,works_api_url,h_index,works_count,country_code,relevance_score,name_similarity
Dietram A. Scheufele,https://openalex.org/A5064753440,Dietram A. Scheufele,https://api.openalex.org/works?filter=author.id:A5064753440,76,327,US,47137.16,100.0
Diletta Goglia,https://openalex.org/A5063013145,Diletta Goglia,https://api.openalex.org/works?filter=author.id:A5063013145,2,6,IT,739.4126,100.0
Dimitrios Kokkinakis,https://openalex.org/A5064802580,Dimitrios Kokkinakis,https://api.openalex.org/works?filter=author.id:A5064802580,15,107,SE,6223.8267,100.0
Dingeman Jan Van der Laan,https://openalex.org/A5109368065,Jan van der Laan,https://api.openalex.org/works?filter=author.id:A5109368065,9,42,NL,5104.183,78.04878048780488
Dino Pedreschi,https://openalex.org/A5044898565,Dino Pedreschi,https://api.openalex.org/works?filter=author.id:A5044898565,58,386,IT,26750.506,100.0
Diogo Geraldes,https://openalex.org/A5045790313,Diogo M. Geraldes,https://api.openalex.org/works?filter=author.id:A5045790313,9,15,,3647.123,90.32258064516128
Dirk U. Wulff,https://openalex.org/A5006793496,Dirk U. Wulff,https://api.openalex.org/works?filter=author.id:A5006793496,23,125,CH,10677.9375,100.0
Diyi Liu,https://openalex.org/A5083381144,Diyi Liu,https://api.openalex.org/works?filter=author.id:A5083381144,16,49,CN,5154.289,100.0
Diyi Yang,https://openalex.org/A5089413311,Diyi Yang,https://api.openalex.org/works?filter=author.id:A5089413311,46,357,US,17365.893,100.0
Do Won Kim,https://openalex.org/A5003636926,Do Won Kim,https://api.openalex.org/works?filter=author.id:A5003636926,26,224,KR,10135.781,100.0
Dominik Batorski,https://openalex.org/A5050286782,Dominik Batorski,https://api.openalex.org/works?filter=author.id:A5050286782,13,63,PL,5439.1797,100.0
Dong Nguyen,https://openalex.org/A5091022089,Quan Dong Nguyen,https://api.openalex.org/works?filter=author.id:A5091022089,67,760,US,8219.571,81.4814814814815
DongHak Lee,https://openalex.org/A5031842660,Donghak Lee,https://api.openalex.org/works?filter=author.id:A5031842660,5,7,KR,2030.1499,100.0
Dongping Chen,https://openalex.org/A5080344245,Dongping Chen,https://api.openalex.org/works?filter=author.id:A5080344245,37,251,CN,10362.333,100.0
Douglas Richard Guilbeault,https://openalex.org/A5036032919,Douglas Guilbeault,https://api.openalex.org/works?filter=author.id:A5036032919,12,57,US,3128.5864,81.81818181818181
Drew Johnston,https://openalex.org/A5031680408,Drew Johnston,https://api.openalex.org/works?filter=author.id:A5031680408,9,29,US,5196.8843,100.0
Duilio Balsamo,https://openalex.org/A5090318645,Duilio Balsamo,https://api.openalex.org/works?filter=author.id:A5090318645,4,10,IT,1956.917,100.0
Duncan Cassells,https://openalex.org/A5093587867,Duncan Cassells,https://api.openalex.org/works?filter=author.id:A5093587867,1,6,FR,441.04446,100.0
Duncan J. Watts,https://openalex.org/A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,70,233,US,61033.613,100.0
Dustin Brunner,https://openalex.org/A5021210667,Dominik Brunner,https://api.openalex.org/works?filter=author.id:A5021210667,66,581,CH,6399.248,75.86206896551724
Dustin Wright,https://openalex.org/A5090577017,Dustin E. Wright,https://api.openalex.org/works?filter=author.id:A5090577017,9,25,,4218.7944,89.65517241379311
Dylan Thurgood,https://openalex.org/A5121671024,Dylan Thurgood,https://api.openalex.org/works?filter=author.id:A5121671024,0,2,,93.96458,100.0
Eaman Jahani,https://openalex.org/A5000868394,Eaman Jahani,https://api.openalex.org/works?filter=author.id:A5000868394,10,45,US,6558.407,100.0
Ece Calikus,https://openalex.org/A5004308290,Ece Calikus,https://api.openalex.org/works?filter=author.id:A5004308290,6,14,SE,3182.4822,100.0
Eckehard Olbrich,https://openalex.org/A5074755166,Eckehard Olbrich,https://api.openalex.org/works?filter=author.id:A5074755166,23,111,,10328.647,100.0
Edmond Awad,https://openalex.org/A5033716467,Edmond Awad,https://api.openalex.org/works?filter=author.id:A5033716467,17,74,GB,8462.055,100.0
Edoardo Di Martino,https://openalex.org/A5114988046,Edoardo Di Martino,https://api.openalex.org/works?filter=author.id:A5114988046,1,6,IT,420.66513,100.0
Edoardo Loru,https://openalex.org/A5092998265,Edoardo Loru,https://api.openalex.org/works?filter=author.id:A5092998265,3,19,,1358.1011,100.0
Edwin de Jonge,https://openalex.org/A5070909977,Edwin de Jonge,https://api.openalex.org/works?filter=author.id:A5070909977,8,58,NL,2962.1074,100.0
Eelke Heemskerk,https://openalex.org/A5010373001,Eelke M. Heemskerk,https://api.openalex.org/works?filter=author.id:A5010373001,28,111,,13344.408,90.9090909090909
Efe Tüzün,https://openalex.org/A5115780937,Efe Tuzun,https://api.openalex.org/works?filter=author.id:A5115780937,0,1,,54.632195,77.77777777777779
Ege Demirci,https://openalex.org/A5111793089,Senem Demirci,https://api.openalex.org/works?filter=author.id:A5111793089,9,19,,1051.3622,83.33333333333334
Egor Kotov,https://openalex.org/A5002144560,Egor Kotov,https://api.openalex.org/works?filter=author.id:A5002144560,2,39,ES,1286.4496,100.0
Ehsan Dehghan,https://openalex.org/A5074870255,Ehsan Dehghan,https://api.openalex.org/works?filter=author.id:A5074870255,15,93,AU,4680.0967,100.0
Ehsan Hoque,https://openalex.org/A5106184792,Mohammed Ehsan Hoque,https://api.openalex.org/works?filter=author.id:A5106184792,21,66,,6820.548,70.96774193548387
Ekaterina Landgren,https://openalex.org/A5015866712,Ekaterina Landgren,https://api.openalex.org/works?filter=author.id:A5015866712,1,10,US,742.2279,100.0
Elena Candellone,https://openalex.org/A5092645218,Elena Candellone,https://api.openalex.org/works?filter=author.id:A5092645218,2,7,NL,1288.014,100.0
Elena D'Agnese,https://openalex.org/A5115653580,Elena D’Agnese,https://api.openalex.org/works?filter=author.id:A5115653580,1,6,IT,444.01962,92.85714285714286
Elias Fernández Domingos,https://openalex.org/A5056886170,Elias Fernández Domingos,https://api.openalex.org/works?filter=author.id:A5056886170,7,31,BE,2703.1086,100.0
Elis Carlberg Larsson,https://openalex.org/A5056708768,Elis Carlberg Larsson,https://api.openalex.org/works?filter=author.id:A5056708768,1,6,SE,1216.044,100.0
Elisa Klüger,https://openalex.org/A5076251583,Elisa Klüger,https://api.openalex.org/works?filter=author.id:A5076251583,5,21,FR,1461.1521,100.0
Elisa Omodei,https://openalex.org/A5002901620,Elisa Omodei,https://api.openalex.org/works?filter=author.id:A5002901620,10,59,AT,6128.122,100.0
Elisabeth Höldrich,https://openalex.org/A5120572440,Elisabeth Höldrich,https://api.openalex.org/works?filter=author.id:A5120572440,0,1,,97.78017,100.0
Elisabetta Colosi,https://openalex.org/A5021538265,Elisabetta Colosi,https://api.openalex.org/works?filter=author.id:A5021538265,4,12,FR,2447.0986,100.0
Elizabeth Jacobs,https://openalex.org/A5081350025,Elizabeth A. Jacobs,https://api.openalex.org/works?filter=author.id:A5081350025,50,261,US,12996.778,91.42857142857143
Elizaveta Kopacheva,https://openalex.org/A5082395980,Elizaveta Kopacheva,https://api.openalex.org/works?filter=author.id:A5082395980,4,8,SE,1672.2733,100.0
Elliot Ash,https://openalex.org/A5106621037,Elliot Ash,https://api.openalex.org/works?filter=author.id:A5106621037,1,1,CH,372.81128,100.0
Elliot E. Pickens,https://openalex.org/A5084148692,Elliot E. Pickens,https://api.openalex.org/works?filter=author.id:A5084148692,1,2,,916.9862,100.0
Elyse Joan Thulin,https://openalex.org/A5012632282,Elyse J. Thulin,https://api.openalex.org/works?filter=author.id:A5012632282,10,40,US,3583.3643,87.5
Emanuel Wittberg,https://openalex.org/A5007241438,Emanuel Wittberg,https://api.openalex.org/works?filter=author.id:A5007241438,5,23,SE,2491.945,100.0
Emanuela Vaghi,https://openalex.org/A5116257168,Emanuela Vaghi,https://api.openalex.org/works?filter=author.id:A5116257168,0,1,IT,92.53077,100.0
Emese Bata,https://openalex.org/A5119408634,Emese Bata,https://api.openalex.org/works?filter=author.id:A5119408634,0,2,HU,94.0811,100.0
Emilien Schultz,https://openalex.org/A5079294298,Émilien Schultz,https://api.openalex.org/works?filter=author.id:A5079294298,11,114,FR,2712.3975,93.33333333333333
Emilio Calvano,https://openalex.org/A5030092162,Emilio Calvano,https://api.openalex.org/works?filter=author.id:A5030092162,19,46,,7400.7476,100.0
Emilio Zagheni,https://openalex.org/A5086453253,Emilio Zagheni,https://api.openalex.org/works?filter=author.id:A5086453253,35,207,DE,13410.67,100.0
Emily K McKinley,https://openalex.org/A5116848485,Emily K McKinley,https://api.openalex.org/works?filter=author.id:A5116848485,0,5,US,87.30604,100.0
Emma Bonutti D'Agostini,https://openalex.org/A5119050137,Emma Bonutti d'Agostini,https://api.openalex.org/works?filter=author.id:A5119050137,1,1,FR,544.3897,100.0
Emma Fraxanet,https://openalex.org/A5092474581,Emma Fraxanet,https://api.openalex.org/works?filter=author.id:A5092474581,1,6,ES,809.4492,100.0
Emma Pierson,https://openalex.org/A5067807487,Emma Pierson,https://api.openalex.org/works?filter=author.id:A5067807487,25,106,,11744.402,100.0
Emmanuel Candes,https://openalex.org/A5072495084,Emmanuel J. Candès,https://api.openalex.org/works?filter=author.id:A5072495084,88,299,,30328.662,84.84848484848484
Emoke-Agnes Horvat,https://openalex.org/A5004566032,Emőke-Ágnes Horvát,https://api.openalex.org/works?filter=author.id:A5004566032,15,72,US,6840.429,83.33333333333334
Enrico Verdolotti,https://openalex.org/A5116269664,Enrico Verdolotti,https://api.openalex.org/works?filter=author.id:A5116269664,1,2,CH,410.4909,100.0
Erdem Şahin,https://openalex.org/A5058091531,Onur Erdem Şahin,https://api.openalex.org/works?filter=author.id:A5058091531,10,37,TR,3859.1523,81.4814814814815
Eric Gilbert,https://openalex.org/A5024795472,Éric Gilbert,https://api.openalex.org/works?filter=author.id:A5024795472,55,210,US,15721.138,91.66666666666666
Eric M. Feltham,https://openalex.org/A5092160363,Eric M. Feltham,https://api.openalex.org/works?filter=author.id:A5092160363,0,1,,91.08107,100.0
Erica Cai,https://openalex.org/A5084862136,Erica P. Cai,https://api.openalex.org/works?filter=author.id:A5084862136,16,40,US,3968.9785,85.71428571428572
Erick Elejalde,https://openalex.org/A5091661935,Erick Elejalde,https://api.openalex.org/works?filter=author.id:A5091661935,9,28,,2922.2969,100.0
Erik Brynjolfsson,https://openalex.org/A5038255653,Erik Brynjolfsson,https://api.openalex.org/works?filter=author.id:A5038255653,85,324,US,42186.434,100.0
Erik Wachtmeister,https://openalex.org/A5124966893,Erik Wachtmeister,https://api.openalex.org/works?filter=author.id:A5124966893,0,1,SE,82.61786,100.0
Erik Weis,https://openalex.org/A5037695522,Erik Weis,https://api.openalex.org/works?filter=author.id:A5037695522,11,55,,3458.3384,100.0
Erika Fille T. Legara,https://openalex.org/A5074548613,Erika Fille Legara,https://api.openalex.org/works?filter=author.id:A5074548613,13,48,PH,6168.6367,92.3076923076923
Erin Walk,https://openalex.org/A5075790566,Erin Walk,https://api.openalex.org/works?filter=author.id:A5075790566,3,10,US,1126.4672,100.0
Esin DURMUS,https://openalex.org/A5001994692,Esin Durmus,https://api.openalex.org/works?filter=author.id:A5001994692,19,51,,11504.64,100.0
Esra Dönmez,https://openalex.org/A5065662308,Esra Dönmez,https://api.openalex.org/works?filter=author.id:A5065662308,5,41,TR,1845.9691,100.0
Esteban Moro,https://openalex.org/A5088539840,Esteban Moro,https://api.openalex.org/works?filter=author.id:A5088539840,38,179,US,13899.571,100.0
Eszter Bokanyi,https://openalex.org/A5072156055,Eszter Bokányi,https://api.openalex.org/works?filter=author.id:A5072156055,9,37,NL,3847.8706,92.85714285714286
Ethan Zuckerman,https://openalex.org/A5049679668,Ethan Zuckerman,https://api.openalex.org/works?filter=author.id:A5049679668,23,96,US,7757.7256,100.0
Etienne Ollion,https://openalex.org/A5022704573,Étienne Ollion,https://api.openalex.org/works?filter=author.id:A5022704573,17,131,,6586.47,92.85714285714286
Eugene A. Chu,https://openalex.org/A5082312494,Eugene A. Chu,https://api.openalex.org/works?filter=author.id:A5082312494,14,43,US,5292.0303,100.0
Eunsoo Sohn,https://openalex.org/A5061158667,Eunsoo Sohn,https://api.openalex.org/works?filter=author.id:A5061158667,8,25,KR,2837.867,100.0
Eunsung Yoon,https://openalex.org/A5039304227,Eunsung Yoon,https://api.openalex.org/works?filter=author.id:A5039304227,2,4,,610.5099,100.0
Evey Jiaxin Huang,https://openalex.org/A5048372184,Evey Jiaxin Huang,https://api.openalex.org/works?filter=author.id:A5048372184,4,7,US,1947.006,100.0
Ezequiel Lopez-Lopez,https://openalex.org/A5091243468,Ezequiel López‐Rubio,https://api.openalex.org/works?filter=author.id:A5091243468,25,220,,4820.9995,70.0
FUJIO TORIUMI,https://openalex.org/A5040217228,Fujio Toriumi,https://api.openalex.org/works?filter=author.id:A5040217228,18,243,JP,8107.696,100.0
Fabian Baumann,https://openalex.org/A5046927655,Fabian Baumann,https://api.openalex.org/works?filter=author.id:A5046927655,15,63,US,5435.954,100.0
Fabian Tschofenig,https://openalex.org/A5092825154,Fabian Tschofenig,https://api.openalex.org/works?filter=author.id:A5092825154,2,6,AT,766.57794,100.0
Fabio Ciulla,https://openalex.org/A5011773766,Fabio Ciulla,https://api.openalex.org/works?filter=author.id:A5011773766,8,31,US,6705.339,100.0
Fabio Sartori,https://openalex.org/A5053982410,Fábio Sartori,https://api.openalex.org/works?filter=author.id:A5053982410,14,129,IT,5090.4375,92.3076923076923
Fabrizio Germano,https://openalex.org/A5007114681,Fabrizio Germano,https://api.openalex.org/works?filter=author.id:A5007114681,12,63,ES,4927.3647,100.0
Faezeh Fadaei,https://openalex.org/A5124811732,Faezeh Fadaei,https://api.openalex.org/works?filter=author.id:A5124811732,0,4,,95.56015,100.0
Fanxi He,https://openalex.org/A5061228091,Fanxi He,https://api.openalex.org/works?filter=author.id:A5061228091,1,1,CN,436.32315,100.0
Farhan Samir,https://openalex.org/A5086887575,Farhan Samir,https://api.openalex.org/works?filter=author.id:A5086887575,4,22,CA,1204.4899,100.0
Fariba Karimi,https://openalex.org/A5074129504,Fariba Karimi,https://api.openalex.org/works?filter=author.id:A5074129504,17,111,AT,8907.0,100.0
Farnaz Jahanbakhsh,https://openalex.org/A5076364930,Farnaz Jahanbakhsh,https://api.openalex.org/works?filter=author.id:A5076364930,9,24,,3990.4438,100.0
Federico Battiston,https://openalex.org/A5088448789,Federico Battiston,https://api.openalex.org/works?filter=author.id:A5088448789,29,130,,11899.953,100.0
Federico Cammelli,https://openalex.org/A5061152966,Federico Cammelli,https://api.openalex.org/works?filter=author.id:A5061152966,11,28,GB,4796.038,100.0
Federico Delussu,https://openalex.org/A5068009402,Federico Delussu,https://api.openalex.org/works?filter=author.id:A5068009402,4,5,IT,2425.342,100.0
Federico Pilati,https://openalex.org/A5008862185,Federico Pilati,https://api.openalex.org/works?filter=author.id:A5008862185,5,24,CH,1864.8793,100.0
Felicia Loecherbach,https://openalex.org/A5014175416,Felicia Löecherbach,https://api.openalex.org/works?filter=author.id:A5014175416,8,23,,3286.9478,94.73684210526316
Felix Gaisbauer,https://openalex.org/A5101757276,Felix Gaisbauer,https://api.openalex.org/works?filter=author.id:A5101757276,6,23,DE,2661.2922,100.0
Felix Schmidt,https://openalex.org/A5057871177,Felix Schmidt,https://api.openalex.org/works?filter=author.id:A5057871177,31,99,DE,7878.5923,100.0
Felix Victor Münch,https://openalex.org/A5043088159,Felix Victor Münch,https://api.openalex.org/works?filter=author.id:A5043088159,5,26,,3656.6313,100.0
Fernando Alva-Manchego,https://openalex.org/A5078039217,Fernando Alva-Manchego,https://api.openalex.org/works?filter=author.id:A5078039217,12,44,GB,5859.726,100.0
Fijnanda van Klingeren,https://openalex.org/A5069567619,Fijnanda van Klingeren,https://api.openalex.org/works?filter=author.id:A5069567619,3,7,NL,2075.4553,100.0
Filipi Nascimento Silva,https://openalex.org/A5025683130,Filipi N. Silva,https://api.openalex.org/works?filter=author.id:A5025683130,17,91,US,6260.1733,73.6842105263158
Filippo Menczer,https://openalex.org/A5021346979,Filippo Menczer,https://api.openalex.org/works?filter=author.id:A5021346979,69,660,US,30426.102,100.0
Filippo Trentini,https://openalex.org/A5036743779,Filippo Trentini,https://api.openalex.org/works?filter=author.id:A5036743779,28,88,US,11417.407,100.0
Filippo Zimmaro,https://openalex.org/A5080973755,Filippo Zimmaro,https://api.openalex.org/works?filter=author.id:A5080973755,4,15,IT,1441.428,100.0
Florian Keusch,https://openalex.org/A5051891666,Florian Keusch,https://api.openalex.org/works?filter=author.id:A5051891666,25,122,DE,8719.855,100.0
Florian Kunneman,https://openalex.org/A5063456893,Florian Kunneman,https://api.openalex.org/works?filter=author.id:A5063456893,11,71,US,5812.2246,100.0
Florian Meier,https://openalex.org/A5100624179,Florian Meier,https://api.openalex.org/works?filter=author.id:A5100624179,34,91,RU,12594.608,100.0
Flávio L. Pinheiro,https://openalex.org/A5056296020,Flávio L. Pinheiro,https://api.openalex.org/works?filter=author.id:A5056296020,21,104,PT,7886.029,100.0
Flóra Samu,https://openalex.org/A5036307421,Flóra Samu,https://api.openalex.org/works?filter=author.id:A5036307421,6,16,HU,3433.9446,100.0
Fortune Nwaiwu,https://openalex.org/A5033227248,Fortune Nwaiwu,https://api.openalex.org/works?filter=author.id:A5033227248,8,22,GB,3855.2288,100.0
Francesca Bolla Tripodi,https://openalex.org/A5005439864,Francesca Bolla Tripodi,https://api.openalex.org/works?filter=author.id:A5005439864,7,52,US,4395.3584,100.0
Francesco Pierri,https://openalex.org/A5013385420,Francesco Pierri,https://api.openalex.org/works?filter=author.id:A5013385420,19,372,IT,9053.071,100.0
Francisco Barreras,https://openalex.org/A5039966234,Francisco Barreras,https://api.openalex.org/works?filter=author.id:A5039966234,4,19,US,1373.407,100.0
Frank Esser,https://openalex.org/A5042787477,Frank Esser,https://api.openalex.org/works?filter=author.id:A5042787477,56,300,DE,15396.01,100.0
Frank Mangold,https://openalex.org/A5017437256,Frank Mangold,https://api.openalex.org/works?filter=author.id:A5017437256,9,35,DE,3725.2617,100.0
Frank W. Takes,https://openalex.org/A5032475130,Frank W. Takes,https://api.openalex.org/works?filter=author.id:A5032475130,15,121,NL,8468.6045,100.0
Franziska Weeber,https://openalex.org/A5001708723,Franziska Weeber,https://api.openalex.org/works?filter=author.id:A5001708723,2,8,DE,937.5076,100.0
François Portet,https://openalex.org/A5079066445,François Portet,https://api.openalex.org/works?filter=author.id:A5079066445,29,282,FR,11218.276,100.0
Frederico Francisco,https://openalex.org/A5016223874,Frederico Francisco,https://api.openalex.org/works?filter=author.id:A5016223874,9,40,PT,2558.7654,100.0
Frenk van Harreveld,https://openalex.org/A5038920997,Frenk van Harreveld,https://api.openalex.org/works?filter=author.id:A5038920997,37,192,NL,19689.213,100.0
Friedolin Merhout,https://openalex.org/A5077079991,Friedolin Merhout,https://api.openalex.org/works?filter=author.id:A5077079991,9,21,DK,11762.363,100.0
Frédéric Berdoz,https://openalex.org/A5115003228,Frédéric Berdoz,https://api.openalex.org/works?filter=author.id:A5115003228,1,7,CH,478.13773,100.0
Gabriela Juncosa,https://openalex.org/A5115087102,Gabriela Juncosa,https://api.openalex.org/works?filter=author.id:A5115087102,0,5,AT,85.85972,100.0
Gabriele Bossi,https://openalex.org/A5125341166,Gabriele Bossi,https://api.openalex.org/works?filter=author.id:A5125341166,0,1,,80.26126,100.0
Gabriele Di Bona,https://openalex.org/A5066532084,Gabriele Di Bona,https://api.openalex.org/works?filter=author.id:A5066532084,4,16,FR,2540.66,100.0
Gabriella Harari,https://openalex.org/A5032381602,Gabriella M. Harari,https://api.openalex.org/works?filter=author.id:A5032381602,31,105,US,11107.439,91.42857142857143
Gabriella Pasi,https://openalex.org/A5066756066,Gabriella Pasi,https://api.openalex.org/works?filter=author.id:A5066756066,38,484,IT,14458.083,100.0
Gahyoun Gim,https://openalex.org/A5101501249,Gahyoun Gim,https://api.openalex.org/works?filter=author.id:A5101501249,1,3,KR,1008.7411,100.0
Gang Li,https://openalex.org/A5100438640,Gang Li,https://api.openalex.org/works?filter=author.id:A5100438640,107,702,CN,33434.28,100.0
Geoff Haddock,https://openalex.org/A5048263971,Geoffrey Haddock,https://api.openalex.org/works?filter=author.id:A5048263971,36,145,GB,9440.525,89.65517241379311
Georg Ahnert,https://openalex.org/A5022685582,Georg Ahnert,https://api.openalex.org/works?filter=author.id:A5022685582,2,8,DE,610.541,100.0
Georgios Panayiotou,https://openalex.org/A5078725923,George Panayiotou,https://api.openalex.org/works?filter=author.id:A5078725923,14,31,CY,3984.105,88.88888888888889
Gerardo Iñiguez,https://openalex.org/A5086711289,Gerardo Íñiguez,https://api.openalex.org/works?filter=author.id:A5086711289,14,56,FI,4249.3545,93.33333333333333
Gergely Mónus,https://openalex.org/A5039822591,Gergely Mónus,https://api.openalex.org/works?filter=author.id:A5039822591,2,4,HU,1065.4794,100.0
Gergo Toth,https://openalex.org/A5063493127,Gergő Tóth,https://api.openalex.org/works?filter=author.id:A5063493127,22,143,HU,6742.845,80.0
Germans Savcisens,https://openalex.org/A5073159336,Germans Savcisens,https://api.openalex.org/works?filter=author.id:A5073159336,2,18,MX,2404.8455,100.0
Gert Stulp,https://openalex.org/A5086908160,Gert Stulp,https://api.openalex.org/works?filter=author.id:A5086908160,30,120,NL,11515.811,100.0
Ghadeer Awwad,https://openalex.org/A5097605722,Ghadeer Awwad,https://api.openalex.org/works?filter=author.id:A5097605722,1,1,US,579.19135,100.0
Gian Pietro Picco,https://openalex.org/A5022068732,Gian Pietro Picco,https://api.openalex.org/works?filter=author.id:A5022068732,49,243,IT,22996.129,100.0
Giangiacomo Bravo,https://openalex.org/A5079929906,Giangiacomo Bravo,https://api.openalex.org/works?filter=author.id:A5079929906,25,158,SE,12126.0205,100.0
Gianluca Nogara,https://openalex.org/A5047040090,Gianluca Nogara,https://api.openalex.org/works?filter=author.id:A5047040090,5,16,CH,2402.5994,100.0
Gianmarco De Francisci Morales,https://openalex.org/A5041680508,Gianmarco De Francisci Morales,https://api.openalex.org/works?filter=author.id:A5041680508,26,175,IT,22852.861,100.0
Giannis Nikolentzos,https://openalex.org/A5011742954,Giannis Nikolentzos,https://api.openalex.org/works?filter=author.id:A5011742954,15,73,,6931.1797,100.0
Gili Rusak,https://openalex.org/A5004497268,Gili Rusak,https://api.openalex.org/works?filter=author.id:A5004497268,5,13,US,2758.0486,100.0
Gioele Barabucci,https://openalex.org/A5091389844,Gioele Barabucci,https://api.openalex.org/works?filter=author.id:A5091389844,7,42,,3409.8464,100.0
Giordano de Marzo,https://openalex.org/A5020804251,Giordano De Marzo,https://api.openalex.org/works?filter=author.id:A5020804251,9,53,,3782.736,100.0
Giulia Sturlese,https://openalex.org/A5127766019,Giulia Sturlese,https://api.openalex.org/works?filter=author.id:A5127766019,0,1,,94.94626,100.0
Giuliano Cornacchia,https://openalex.org/A5081445152,Giuliano Cornacchia,https://api.openalex.org/works?filter=author.id:A5081445152,5,24,IT,1981.1442,100.0
Giuseppe Carteny,https://openalex.org/A5084480163,Giuseppe Carteny,https://api.openalex.org/works?filter=author.id:A5084480163,3,27,DE,1241.7705,100.0
Gonzalo Gabriel Méndez,https://openalex.org/A5040730614,Gonzalo Gabriel Méndez,https://api.openalex.org/works?filter=author.id:A5040730614,9,39,EC,4131.397,100.0
Gourab Ghoshal,https://openalex.org/A5052965447,Gourab Ghoshal,https://api.openalex.org/works?filter=author.id:A5052965447,24,105,GB,12987.483,100.0
Grant Schoenebeck,https://openalex.org/A5073672615,Grant Schoenebeck,https://api.openalex.org/works?filter=author.id:A5073672615,19,119,US,9263.044,100.0
Gregor Wiedemann,https://openalex.org/A5068268204,Gregor Wiedemann,https://api.openalex.org/works?filter=author.id:A5068268204,14,97,DE,7704.0176,100.0
Guido Germano,https://openalex.org/A5066615785,Guido Germano,https://api.openalex.org/works?filter=author.id:A5066615785,86,481,GB,28130.303,100.0
Guy Grossman,https://openalex.org/A5076536404,Guy Grossman,https://api.openalex.org/works?filter=author.id:A5076536404,32,201,,10218.052,100.0
Hadi Asghari,https://openalex.org/A5003520539,Hadi Asghari-Moghaddam,https://api.openalex.org/works?filter=author.id:A5003520539,7,12,US,4549.8184,70.58823529411764
Haewoon Kwak,https://openalex.org/A5061923992,Haewoon Kwak,https://api.openalex.org/works?filter=author.id:A5061923992,41,206,US,25664.914,100.0
Hamish Gibbs,https://openalex.org/A5074268181,Hamish Gibbs,https://api.openalex.org/works?filter=author.id:A5074268181,31,74,GB,17273.406,100.0
Hancheng Cao,https://openalex.org/A5023364449,Hancheng Cao,https://api.openalex.org/works?filter=author.id:A5023364449,18,60,CN,5717.964,100.0
Hanjia Lyu,https://openalex.org/A5040900346,Hanjia Lyu,https://api.openalex.org/works?filter=author.id:A5040900346,17,104,US,5671.018,100.0
Hannah Metzler,https://openalex.org/A5054129638,H. Metzler,https://api.openalex.org/works?filter=author.id:A5054129638,23,145,SE,5151.7715,75.0
Hannah Waight,https://openalex.org/A5033712412,Hannah Waight,https://api.openalex.org/works?filter=author.id:A5033712412,1,4,US,590.70483,100.0
Hannes Taubenböck,https://openalex.org/A5046449632,Hannes Taubenböck,https://api.openalex.org/works?filter=author.id:A5046449632,52,483,DE,21339.82,100.0
Hans-Joachim Voth,https://openalex.org/A5064565742,Hans‐Joachim Voth,https://api.openalex.org/works?filter=author.id:A5064565742,43,301,CH,22330.193,94.11764705882352
Hao Cui,https://openalex.org/A5059651484,Hao Cui,https://api.openalex.org/works?filter=author.id:A5059651484,57,601,CN,14593.52,100.0
Haotian Zhang,https://openalex.org/A5100456227,Yan Zhang,https://api.openalex.org/works?filter=author.id:A5100456227,86,2790,CN,15908.825,72.72727272727273
Hause Lin,https://openalex.org/A5022754313,Hause Lin,https://api.openalex.org/works?filter=author.id:A5022754313,19,89,,6756.7686,100.0
Hayafumi Watanabe,https://openalex.org/A5035999040,Hayafumi Watanabe,https://api.openalex.org/works?filter=author.id:A5035999040,4,18,,2330.4722,100.0
Hazel Rose Markus,https://openalex.org/A5020076556,Hazel Rose Markus,https://api.openalex.org/works?filter=author.id:A5020076556,102,324,US,61183.363,100.0
Heetae Kim,https://openalex.org/A5022698469,Heetae Kim,https://api.openalex.org/works?filter=author.id:A5022698469,22,126,KR,8213.403,100.0
Heiko Rauhut,https://openalex.org/A5006672000,Heiko Rauhut,https://api.openalex.org/works?filter=author.id:A5006672000,16,83,,9470.1875,100.0
Helena Bjornesjo,https://openalex.org/A5124887153,Helena Björnesjö,https://api.openalex.org/works?filter=author.id:A5124887153,0,2,SE,56.322792,87.5
Helena Rauxloh,https://openalex.org/A5093362621,Helena Rauxloh,https://api.openalex.org/works?filter=author.id:A5093362621,2,6,DE,735.49,100.0
Hendrik Erz,https://openalex.org/A5020654056,Hendrik Erz,https://api.openalex.org/works?filter=author.id:A5020654056,2,40,,789.4982,100.0
Hendrik Nunner,https://openalex.org/A5090160801,Hendrik Nunner,https://api.openalex.org/works?filter=author.id:A5090160801,6,25,NL,2503.5732,100.0
Henrik Olsson,https://openalex.org/A5016057473,Henrik Olsson,https://api.openalex.org/works?filter=author.id:A5016057473,36,208,SE,17423.607,100.0
Henrikki Tenkanen,https://openalex.org/A5047335001,Henrikki Tenkanen,https://api.openalex.org/works?filter=author.id:A5047335001,21,81,,14265.07,100.0
Hilke Schellmann,https://openalex.org/A5006651432,Hilke Schellmann,https://api.openalex.org/works?filter=author.id:A5006651432,3,5,,2329.5225,100.0
Hirokazu Shirado,https://openalex.org/A5002455634,Hirokazu Shirado,https://api.openalex.org/works?filter=author.id:A5002455634,13,42,US,8164.682,100.0
Hiroki Oda,https://openalex.org/A5080122012,Hiroki Oda,https://api.openalex.org/works?filter=author.id:A5080122012,33,127,JP,11366.309,100.0
